日期,SKU,销量,当前库存,成本价,零售价
2021-02-10,SKU1,112,1443,49.317380080764025,105.75352935336376
2021-02-11,SKU1,107,1183,12.091735312364566,101.80410826185387
2021-02-12,SKU1,122,1709,85.39547925407524,157.53865230722954
2021-02-13,SKU1,115,728,43.71422898643317,38.60433020054876
2021-02-14,SKU1,111,1298,93.71377637521628,156.97423952505704
2021-02-15,SKU1,117,1614,77.45064230411762,104.5586978002751
2021-02-16,SKU1,121,1799,74.01005696753876,102.41158970183035
2021-02-17,SKU1,119,1370,24.98636506231681,138.12485363854643
2021-02-18,SKU1,132,1397,64.76097287588999,181.40463147120275
2021-02-19,SKU1,119,1544,74.37411717162657,62.84809190183617
2021-02-20,SKU1,119,785,99.07849469738778,199.46489055806492
2021-02-21,SKU1,139,849,71.69022762071107,189.9346269295404
2021-02-22,SKU1,100,1258,66.03268040513052,123.07107965710101
2021-02-23,SKU1,121,1200,45.4477560884329,48.86453534037692
2021-02-24,SKU1,113,809,88.18850798187336,78.53932881072257
2021-02-25,SKU1,121,826,59.652893097423046,24.4827062470847
2021-02-26,SKU1,135,880,94.08376702460588,39.507042822496445
2021-02-27,SKU1,116,1471,10.937626109454396,78.3771146575202
2021-02-28,SKU1,119,1479,63.64322308453518,45.050526754441606
2021-03-01,SKU1,108,1422,43.665051974920104,142.48146805659974
2021-03-02,SKU1,109,682,50.3830150945461,173.00856945995352
2021-03-03,SKU1,122,1395,80.34698716479303,187.81077242951682
2021-03-04,SKU1,134,1767,19.399790409922257,157.99102547686684
2021-03-05,SKU1,104,1289,90.91141708087383,182.13062817684298
2021-03-06,SKU1,115,906,15.456764803885624,86.8780970158189
2021-03-07,SKU1,134,1629,53.9158153666358,37.36841150508177
2021-03-08,SKU1,124,945,52.158610568084,42.00718070845337
2021-03-09,SKU1,137,1351,44.372962062789,92.25308886297162
2021-03-10,SKU1,140,2084,91.30518128642598,123.10511027889164
2021-03-11,SKU1,112,987,92.56449000628564,158.3671709477912
2021-03-12,SKU1,116,898,51.118299305419576,111.97975697834782
2021-03-13,SKU1,113,629,44.96454506008124,58.77489247321505
2021-03-14,SKU1,122,943,74.34227934994739,48.73762633234948
2021-03-15,SKU1,129,1821,89.6455309619184,161.18614966094748
2021-03-16,SKU1,137,1228,16.699631677120294,171.82867321991137
2021-03-17,SKU1,121,944,68.40214824395935,120.85173234523386
2021-03-18,SKU1,110,627,47.8468266681659,187.73068733821393
2021-03-19,SKU1,136,730,63.739279678738505,181.1304580049531
2021-03-20,SKU1,117,908,76.56350795650394,194.51128491507302
2021-03-21,SKU1,123,1507,38.55732296942816,146.66982952183338
2021-03-22,SKU1,112,1545,63.09961249044896,49.19245041330711
2021-03-23,SKU1,121,1467,66.96462577219916,120.81292704885823
2021-03-24,SKU1,145,1140,93.47060183383635,68.30415586991779
2021-03-25,SKU1,123,1725,54.52526884169693,40.42844862528585
2021-03-26,SKU1,141,1436,62.385010790183756,54.08419269942595
2021-03-27,SKU1,129,1663,42.29484563539762,174.23062917768004
2021-03-28,SKU1,116,937,21.671788718718318,146.22999855664273
2021-03-29,SKU1,124,713,60.598886950681774,74.63488431769446
2021-03-30,SKU1,131,1057,37.81509486293221,173.29452114782111
2021-03-31,SKU1,108,774,14.200929266479744,66.48515438851149
2021-04-01,SKU1,128,1024,53.268481247270095,48.57691873508976
2021-04-02,SKU1,120,1348,34.19561889773651,84.75088617026759
2021-04-03,SKU1,138,1304,24.853353492308116,135.78303837469315
2021-04-04,SKU1,139,1957,41.39411158328899,176.7600558958394
2021-04-05,SKU1,131,1422,23.16728487721391,81.40818897195018
2021-04-06,SKU1,141,1386,73.26320232790044,116.93376937189407
2021-04-07,SKU1,139,1453,54.368518675747815,77.76868115712861
2021-04-08,SKU1,123,1298,24.943312038160624,55.02922995170986
2021-04-09,SKU1,136,996,45.312189600194245,56.589188375610604
2021-04-10,SKU1,135,954,81.38168059493736,82.460914808258
2021-04-11,SKU1,136,746,20.063343078263408,143.16566632744983
2021-04-12,SKU1,113,1360,70.0216910664387,44.198375005553864
2021-04-13,SKU1,156,1396,56.88011236329924,96.60003137276041
2021-04-14,SKU1,137,1838,49.861334479619636,82.06398979448664
2021-04-15,SKU1,139,991,91.13219770137124,71.59257975701257
2021-04-16,SKU1,121,672,56.37758838559173,80.01266077998119
2021-04-17,SKU1,131,1357,63.15690225608392,69.51488548073326
2021-04-18,SKU1,120,1043,21.54950272081054,195.19237603108013
2021-04-19,SKU1,138,950,73.29438143135727,79.25112931623174
2021-04-20,SKU1,120,1219,59.60570186999103,82.84000873608318
2021-04-21,SKU1,138,1345,35.97453753777137,89.72092169114937
2021-04-22,SKU1,143,1782,15.465842575905407,107.49529711860085
2021-04-23,SKU1,129,1317,13.157316272794723,97.1624754810731
2021-04-24,SKU1,105,998,81.61757351998362,46.59444712737954
2021-04-25,SKU1,144,1175,61.700907220149176,65.77518736861632
2021-04-26,SKU1,126,1201,81.3642846514922,126.77664106271351
2021-04-27,SKU1,114,1154,75.64676724567519,184.68882695716948
2021-04-28,SKU1,144,1489,86.10736193397305,189.50303094127213
2021-04-29,SKU1,139,945,25.15681275400256,147.28515874705278
2021-04-30,SKU1,156,2191,32.641738919772045,168.96030383442408
2021-05-01,SKU1,147,762,57.38387435129667,37.61286061350671
2021-05-02,SKU1,144,1935,86.23048434312766,104.10183092123548
2021-05-03,SKU1,131,1106,21.15128912908839,114.5483423765625
2021-05-04,SKU1,147,1889,57.158043590775236,52.10984937001634
2021-05-05,SKU1,132,1056,68.64542314091372,24.439321801093115
2021-05-06,SKU1,117,913,52.08309808436097,61.66435610759466
2021-05-07,SKU1,146,2076,77.49162172427057,173.69087076539844
2021-05-08,SKU1,148,1667,72.78012782142235,23.377298375617276
2021-05-09,SKU1,133,695,51.80921045223024,182.33473778657634
2021-05-10,SKU1,135,1249,44.37596410567476,81.14181233081598
2021-05-11,SKU1,143,1872,91.41935748305775,36.776994389833064
2021-05-12,SKU1,127,1036,54.01314635275463,43.08791678276967
2021-05-13,SKU1,119,857,35.930679741707834,185.0948929927681
2021-05-14,SKU1,137,1119,53.313207673676644,157.02006751694887
2021-05-15,SKU1,126,676,67.00675951248706,151.84085202799193
2021-05-16,SKU1,144,1364,45.13222445936272,143.08663534553153
2021-05-17,SKU1,128,1568,91.81502982161328,158.43028865191795
2021-05-18,SKU1,115,677,75.673608082437,161.9993629006269
2021-05-19,SKU1,143,797,28.185037035478373,116.82709838034181
2021-05-20,SKU1,141,1955,55.27292881816932,84.47184088442955
2021-05-21,SKU1,155,1413,16.13984078235641,49.64743777056708
2021-05-22,SKU1,136,1835,12.458256798958434,188.24567482187962
2021-05-23,SKU1,141,1833,18.06359040720575,160.11711376259527
2021-05-24,SKU1,146,913,86.14536919058715,52.59380810117569
2021-05-25,SKU1,115,1179,31.32414569687954,80.17419223579539
2021-05-26,SKU1,136,1892,65.56016746395125,111.78780443556936
2021-05-27,SKU1,142,1583,94.2089148254942,130.2100820217883
2021-05-28,SKU1,123,1195,68.76619739935634,20.14521334338431
2021-05-29,SKU1,141,1324,22.540000762355255,56.65648683290648
2021-05-30,SKU1,136,1068,38.917563524090575,91.18813397783698
2021-05-31,SKU1,153,1355,78.3070807465837,76.96154247004333
2021-06-01,SKU1,130,1226,62.0679529234101,89.74216706087701
2021-06-02,SKU1,130,1227,41.54484103316921,79.68823149270338
2021-06-03,SKU1,142,1490,39.2088416613749,57.79450058683146
2021-06-04,SKU1,137,1160,13.817691151253365,86.1003278443642
2021-06-05,SKU1,135,1531,14.043521265124392,151.4921361605717
2021-06-06,SKU1,119,983,33.91652013680568,89.6650592683753
2021-06-07,SKU1,139,864,71.97651270201646,122.95574441008222
2021-06-08,SKU1,128,1138,50.6911986048485,84.62046918993968
2021-06-09,SKU1,138,2036,59.40099845830697,180.99930066683336
2021-06-10,SKU1,135,1880,19.593221730703924,71.89170955357625
2021-06-11,SKU1,124,1508,64.23051541372752,173.2781361346821
2021-06-12,SKU1,146,1785,13.433515363426203,189.92771462837973
2021-06-13,SKU1,122,1492,27.20864535654115,28.811867503035057
2021-06-14,SKU1,138,938,48.47678645839265,197.84738472456488
2021-06-15,SKU1,341,3180,33.1533616183538,27.90855855695114
2021-06-16,SKU1,343,3858,45.36750814367088,21.900189439121387
2021-06-17,SKU1,343,4775,27.383951835129796,114.55784842084356
2021-06-18,SKU1,343,2236,56.23120950959001,152.48848901448534
2021-06-19,SKU1,339,4543,29.87161861911278,186.02167758006442
2021-06-20,SKU1,349,5183,87.73503588789278,101.42599408654942
2021-06-21,SKU1,138,1516,48.414191660765965,182.6753430611176
2021-06-22,SKU1,131,1865,99.93771510062045,159.02408744290776
2021-06-23,SKU1,142,1266,18.83498448731106,82.62941410437827
2021-06-24,SKU1,137,1279,12.113517032977526,94.68152831445603
2021-06-25,SKU1,143,744,24.40943190723256,59.07323051939569
2021-06-26,SKU1,131,1387,62.87713243321407,76.49979141764491
2021-06-27,SKU1,129,935,66.47477236553135,117.07299676173656
2021-06-28,SKU1,157,1270,92.32574657827178,92.40489397400667
2021-06-29,SKU1,146,1878,25.832454300604788,140.50195133920582
2021-06-30,SKU1,139,756,46.97056763470934,171.31648191362765
2021-07-01,SKU1,113,766,13.290658366449458,91.94680476494746
2021-07-02,SKU1,153,996,19.984309347970978,94.02563871853869
2021-07-03,SKU1,133,1472,54.675188583078075,191.4762916166895
2021-07-04,SKU1,142,1003,66.37260511780745,172.0316478954447
2021-07-05,SKU1,129,1403,27.518164246043373,93.48147927262532
2021-07-06,SKU1,123,1695,38.38478658419905,129.75789315603794
2021-07-07,SKU1,136,1330,28.920989725747557,118.02186209095093
2021-07-08,SKU1,147,905,17.698052379401418,114.51817894185804
2021-07-09,SKU1,142,1456,56.590906986108884,49.57270473077842
2021-07-10,SKU1,123,1712,38.36540117217705,29.343998455771178
2021-07-11,SKU1,143,2010,90.24843176252163,104.26620850368255
2021-07-12,SKU1,121,628,23.034246077821194,179.7137192266911
2021-07-13,SKU1,148,1434,85.97320190241308,79.62437321986741
2021-07-14,SKU1,126,1307,58.32011256147554,48.39714156228246
2021-07-15,SKU1,135,1124,27.52308129087493,71.52069573418271
2021-07-16,SKU1,122,672,43.882969274226156,120.82401394234564
2021-07-17,SKU1,125,816,97.5437853957553,160.74047158262263
2021-07-18,SKU1,145,1222,23.017844869412556,106.26998522456077
2021-07-19,SKU1,125,1611,23.964247297571667,123.26514827912857
2021-07-20,SKU1,133,1204,47.64496285607236,185.95699753552827
2021-07-21,SKU1,128,970,84.9227582160633,117.51073136950778
2021-07-22,SKU1,132,1337,25.767717471241543,94.88357526171792
2021-07-23,SKU1,144,1362,66.8815726509038,104.80583407264247
2021-07-24,SKU1,124,1799,78.03294318694631,185.98056224744565
2021-07-25,SKU1,132,1150,90.3448183701434,190.6081809610343
2021-07-26,SKU1,130,1703,46.116588042738336,103.55818321157142
2021-07-27,SKU1,138,1417,38.76568089518929,40.61606087163092
2021-07-28,SKU1,124,974,20.94247220938877,160.61414153605915
2021-07-29,SKU1,139,1072,78.47511724731837,39.024501545098104
2021-07-30,SKU1,107,1110,34.553821956841944,101.12120101748697
2021-07-31,SKU1,134,1631,69.68423364457173,42.72091169664296
2021-08-01,SKU1,117,1731,17.26612054362801,163.46066117392724
2021-08-02,SKU1,141,997,32.00701971876974,24.866278624835008
2021-08-03,SKU1,123,722,55.49507999163348,22.72405899459351
2021-08-04,SKU1,129,1154,21.164372272422753,107.90839740053532
2021-08-05,SKU1,127,873,22.74183385301513,27.880920927324464
2021-08-06,SKU1,108,1203,41.64901171487813,96.78222893445349
2021-08-07,SKU1,120,1373,79.87499772601907,113.3115482891054
2021-08-08,SKU1,132,908,16.52253357735261,96.11954209305536
2021-08-09,SKU1,130,784,13.516278987131958,52.32462806032836
2021-08-10,SKU1,122,1284,71.93001716114766,134.9766639429417
2021-08-11,SKU1,132,1146,68.1426341158149,104.27222564280844
2021-08-12,SKU1,138,2034,96.50592669166805,49.46467362427722
2021-08-13,SKU1,138,1296,40.33115712083223,90.91428829561097
2021-08-14,SKU1,139,1223,92.34670533958783,156.7505762571566
2021-08-15,SKU1,121,1536,11.714126027470218,33.604077413189856
2021-08-16,SKU1,134,1915,96.16647109172051,27.25486192191962
2021-08-17,SKU1,137,916,46.49224283263241,166.32886084167916
2021-08-18,SKU1,102,1498,70.16541899276727,32.66807149128005
2021-08-19,SKU1,135,1254,77.41715416654048,38.82990356608888
2021-08-20,SKU1,142,1193,55.8870130086755,73.27472363881412
2021-08-21,SKU1,111,1337,40.8464305646996,121.98298861975242
2021-08-22,SKU1,120,1260,37.82271203436922,94.65594117174275
2021-08-23,SKU1,118,1605,81.13358813068048,107.54698674340594
2021-08-24,SKU1,147,935,79.53316234839644,147.9839569499983
2021-08-25,SKU1,115,889,31.692135443898888,63.46575366560896
2021-08-26,SKU1,126,752,72.58358550416034,196.40842680242142
2021-08-27,SKU1,142,1924,28.311595227862615,51.454530192915755
2021-08-28,SKU1,130,1631,47.951400016674405,57.55943725556495
2021-08-29,SKU1,116,1245,73.9482849822906,188.6657108601472
2021-08-30,SKU1,144,1096,18.49766125079254,83.61962812786285
2021-08-31,SKU1,108,663,21.09231343681237,83.42327433109031
2021-09-01,SKU1,122,964,14.227059696486897,26.565056848256706
2021-09-02,SKU1,128,1767,24.77229410294357,187.79198005931505
2021-09-03,SKU1,118,1756,79.76348481910107,93.37300795736985
2021-09-04,SKU1,110,974,20.596349342540837,154.94133054750833
2021-09-05,SKU1,102,888,78.14478940150424,76.51330916553698
2021-09-06,SKU1,130,1830,55.00622115246675,65.55694669457847
2021-09-07,SKU1,123,1643,62.0503993766717,161.6651490978485
2021-09-08,SKU1,109,1536,70.49115606564271,62.19427331574884
2021-09-09,SKU1,102,830,38.78688124650887,136.4530662138594
2021-09-10,SKU1,125,1352,81.1708956066317,75.64478177709947
2021-09-11,SKU1,128,1892,73.83582431036169,52.89375096357147
2021-09-12,SKU1,126,743,32.04187942681077,199.44110042151036
2021-09-13,SKU1,122,804,55.468124096361834,54.35415647877092
2021-09-14,SKU1,110,1616,69.06481275615333,22.510560694040752
2021-09-15,SKU1,143,2049,41.41893750654529,37.583493713470205
2021-09-16,SKU1,103,527,38.42344888817523,168.71293844218528
2021-09-17,SKU1,123,1112,90.9570931481744,55.305356419593856
2021-09-18,SKU1,102,772,56.214300664329,76.36817594984457
2021-09-19,SKU1,122,910,38.60418731676397,22.739334417322112
2021-09-20,SKU1,115,1054,43.602350117898666,26.517371376979717
2021-09-21,SKU1,109,684,88.99289661199711,84.61308724973163
2021-09-22,SKU1,120,1152,83.18821728099371,168.72805663832585
2021-09-23,SKU1,122,766,68.20125497369982,88.8884251364181
2021-09-24,SKU1,131,1631,40.14272016680966,43.675718081953384
2021-09-25,SKU1,112,1031,79.33402715040286,183.37273960738293
2021-09-26,SKU1,106,724,16.929422501891793,63.06576995150711
2021-09-27,SKU1,106,1139,25.303168842895346,118.15878087769238
2021-09-28,SKU1,111,587,97.95676387737171,165.75918564407354
2021-09-29,SKU1,101,1404,22.43982803543019,186.1169714138259
2021-09-30,SKU1,101,1033,84.86889192092879,78.76646485651885
2021-10-01,SKU1,94,804,11.15478171937135,109.51836460589935
2021-10-02,SKU1,96,555,71.95058645452062,62.79665951928699
2021-10-03,SKU1,113,760,43.048775757514036,146.7369591081486
2021-10-04,SKU1,112,1034,51.60039765646085,177.79582311178768
2021-10-05,SKU1,135,1665,34.85314604196745,71.77582656034998
2021-10-06,SKU1,88,1030,74.95386929952794,183.99510508120076
2021-10-07,SKU1,109,1552,18.387288142926536,111.03326491204625
2021-10-08,SKU1,107,774,79.90018131770047,139.76685091058056
2021-10-09,SKU1,111,1265,15.203751748886383,100.45293067844553
2021-10-10,SKU1,103,684,64.60393504938595,29.324818951074768
2021-10-11,SKU1,82,477,91.45315115513685,76.69247149360214
2021-10-12,SKU1,106,1546,85.4210829007769,157.86379175355415
2021-10-13,SKU1,116,925,22.887196717140498,184.76378588380086
2021-10-14,SKU1,107,562,37.424183114578355,151.31342405865215
2021-10-15,SKU1,113,1401,62.78713923472411,118.1979563822865
2021-10-16,SKU1,118,1540,42.35348775748929,82.39148893575855
2021-10-17,SKU1,116,1366,80.37223424798083,67.07900120046092
2021-10-18,SKU1,105,1193,20.036680159297283,82.01624780083569
2021-10-19,SKU1,108,637,53.076929857985625,116.64034977116492
2021-10-20,SKU1,105,1457,54.83489117259566,156.5773313799395
2021-10-21,SKU1,97,694,88.2270762215696,155.8662274405711
2021-10-22,SKU1,97,1078,89.90939389726138,67.07313965430723
2021-10-23,SKU1,86,959,59.99099184790916,40.118272740786935
2021-10-24,SKU1,84,438,35.596541696582264,197.98971199218272
2021-10-25,SKU1,81,453,67.28925833570176,156.88892752553303
2021-10-26,SKU1,120,1279,36.700782468821785,142.30590750056052
2021-10-27,SKU1,106,1440,18.606390894783537,177.26845888977124
2021-10-28,SKU1,102,1492,20.88745966594035,42.00407571602952
2021-10-29,SKU1,92,876,26.80797719301584,164.3380923832647
2021-10-30,SKU1,102,1260,68.29324186049882,149.19982447274253
2021-10-31,SKU1,105,1201,48.8596208011058,194.71176789725158
2021-11-01,SKU1,247,2031,64.32356862958224,62.673498039370166
2021-11-02,SKU1,230,1224,96.8045781632948,88.04767370534319
2021-11-03,SKU1,254,3560,22.789702823428215,171.48197727252983
2021-11-04,SKU1,256,1835,26.445788567087718,133.12615987959572
2021-11-05,SKU1,257,3335,74.41067811060884,115.0395210897795
2021-11-06,SKU1,249,3573,67.817180266159,116.43133501123008
2021-11-07,SKU1,244,2340,73.36946357121774,178.2595681079325
2021-11-08,SKU1,236,2023,67.83188782074308,74.34753757094467
2021-11-09,SKU1,253,1553,73.64149080924109,31.84069761958443
2021-11-10,SKU1,235,3366,69.22575656586152,92.75965710949
2021-11-11,SKU1,232,3350,23.74355800919195,88.69277653484228
2021-11-12,SKU1,88,544,69.76910623183433,186.73792708349768
2021-11-13,SKU1,77,455,32.87857653373628,23.332482266258953
2021-11-14,SKU1,111,1494,65.45158633613565,107.28552665350651
2021-11-15,SKU1,102,1218,71.59735100251808,76.53550940152192
2021-11-16,SKU1,90,656,23.04810485452779,57.44053547446944
2021-11-17,SKU1,103,575,24.270466797844378,190.88946753987304
2021-11-18,SKU1,109,1446,72.4768395855549,85.97177791194162
2021-11-19,SKU1,88,753,18.057226549727034,123.51028475641105
2021-11-20,SKU1,95,566,15.578309737052908,84.0755318042998
2021-11-21,SKU1,123,1130,14.301793002979043,20.885822153862453
2021-11-22,SKU1,86,1110,48.708041561755515,78.78719854812798
2021-11-23,SKU1,94,955,59.77749106801023,175.1714764590124
2021-11-24,SKU1,90,1253,96.488021835773,174.44472607250086
2021-11-25,SKU1,107,711,95.19067414005457,126.08748883216467
2021-11-26,SKU1,109,1220,21.84432542245434,138.78599214280916
2021-11-27,SKU1,95,570,66.4647986762026,136.16183246250768
2021-11-28,SKU1,85,821,95.00921970486881,107.99331643226002
2021-11-29,SKU1,82,933,73.84644805387308,194.67258255497188
2021-11-30,SKU1,84,516,37.893937927055106,118.10208969153929
2021-12-01,SKU1,86,936,49.89701120634167,127.80653924950268
2021-12-02,SKU1,102,1335,50.11459129357259,118.6157402990286
2021-12-03,SKU1,99,1228,76.1829065085267,49.65662370339483
2021-12-04,SKU1,85,763,87.96451680610842,87.57488800140776
2021-12-05,SKU1,81,843,27.848857937320627,155.0978239651979
2021-12-06,SKU1,83,671,54.75293461792217,94.06953498707212
2021-12-07,SKU1,86,508,14.32724966408043,81.98403631899998
2021-12-08,SKU1,109,862,20.923569301376688,33.764603104232336
2021-12-09,SKU1,92,1363,90.9226796220556,142.72909691726085
2021-12-10,SKU1,89,492,74.34302118418563,81.53257305495828
2021-12-11,SKU1,75,764,75.95947326658337,57.64941593408832
2021-12-12,SKU1,73,876,62.11767076743294,121.69098947768016
2021-12-13,SKU1,86,473,41.4154829176054,152.48509931381847
2021-12-14,SKU1,75,386,24.932112154944992,97.82374689611814
2021-12-15,SKU1,85,754,87.98043000395039,163.15266608398645
2021-12-16,SKU1,100,881,92.80458383300562,30.134344594978735
2021-12-17,SKU1,96,1136,44.53073057071086,73.61754736563722
2021-12-18,SKU1,69,486,91.54658954313587,107.56188633455402
2021-12-19,SKU1,87,1211,97.04986392138123,159.06354783635567
2021-12-20,SKU1,83,1217,60.56664320780513,52.30560523154716
2021-12-21,SKU1,63,651,58.47070577620371,31.16499884896683
2021-12-22,SKU1,87,752,19.062654674050176,75.70113234808096
2021-12-23,SKU1,79,542,27.2104834937674,26.499750263156514
2021-12-24,SKU1,89,501,27.69936579718085,198.7214432218856
2021-12-25,SKU1,89,1150,63.400829737832744,117.97305184839985
2021-12-26,SKU1,98,498,98.5453766178231,155.9989979136554
2021-12-27,SKU1,78,447,95.46282704651482,63.694787217513735
2021-12-28,SKU1,79,977,14.849162875058832,114.01812402653073
2021-12-29,SKU1,79,918,41.90650518545887,190.730220467365
2021-12-30,SKU1,90,887,37.656044798915346,55.25360642243406
2021-12-31,SKU1,91,1013,33.906958652861675,146.84479227982098
2022-01-01,SKU1,72,434,72.41502898276441,199.45182881909528
2022-01-02,SKU1,106,1377,66.30962503462983,59.001686540140625
2022-01-03,SKU1,72,941,12.734076405232987,171.47921100248408
2022-01-04,SKU1,74,385,66.89096088684872,91.02934902728875
2022-01-05,SKU1,58,513,88.91327285745835,45.22091132294638
2022-01-06,SKU1,93,520,80.91863119627621,94.28776590172072
2022-01-07,SKU1,80,799,60.247556238373775,64.71410255952867
2022-01-08,SKU1,82,814,15.377381277873418,24.448175061428415
2022-01-09,SKU1,84,1090,76.83786209367668,156.90932270748624
2022-01-10,SKU1,84,627,36.265732003713,28.179702699253113
2022-01-11,SKU1,87,893,81.0504082801433,98.85694465869099
2022-01-12,SKU1,88,1149,28.488216713573152,106.54655435289727
2022-01-13,SKU1,84,481,17.370880606467708,81.29694190757074
2022-01-14,SKU1,93,589,13.451691006701036,197.25959650486425
2022-01-15,SKU1,89,977,27.574346004163463,89.3361992327699
2022-01-16,SKU1,79,491,41.33412040206284,58.230785402455005
2022-01-17,SKU1,91,969,80.13899245563009,127.40599705668875
2022-01-18,SKU1,88,736,13.019624647495542,145.03327465800487
2022-01-19,SKU1,69,349,68.9699082144567,134.2265880802289
2022-01-20,SKU1,101,1005,20.25638441684803,47.08893245769594
2022-01-21,SKU1,91,697,13.281605617032266,195.42097532129998
2022-01-22,SKU1,85,696,42.01791302855961,78.69594773202725
2022-01-23,SKU1,77,1013,78.14003808370042,189.75029513223635
2022-01-24,SKU1,81,655,91.01490889041656,186.38654374792816
2022-01-25,SKU1,86,990,10.247136143909536,40.73106507655309
2022-01-26,SKU1,66,923,78.16427040096976,51.02604697766947
2022-01-27,SKU1,88,590,77.8389405332083,191.26805065527583
2022-01-28,SKU1,91,681,12.769550350644622,67.69230389973727
2022-01-29,SKU1,90,625,99.28920746130198,163.24934008583705
2022-01-30,SKU1,79,907,32.44794184571103,174.58432227483408
2022-01-31,SKU1,84,581,92.25899841608982,129.8152755193376
2022-02-01,SKU1,83,705,31.186992923542583,105.02808121917732
2022-02-02,SKU1,91,874,55.08857660935708,59.89365995463879
2022-02-03,SKU1,82,654,76.60520076796759,44.67404253779546
2022-02-04,SKU1,82,554,19.68230405899955,187.60209239389576
2022-02-05,SKU1,95,764,67.93229500794926,162.74283129918987
2022-02-06,SKU1,82,476,89.09409929589803,61.322901699291435
2022-02-07,SKU1,80,1033,82.77631397171625,90.87493508617865
2022-02-08,SKU1,72,643,30.18391732442383,76.94318444899909
2022-02-09,SKU1,80,748,63.278025442185886,182.02272563162774
2022-02-10,SKU1,80,651,87.91392931099995,48.63646024811061
2022-02-11,SKU1,77,536,98.48470299198455,141.27332160651065
2022-02-12,SKU1,92,964,86.94248645596399,41.810921515210275
2022-02-13,SKU1,85,874,92.83790995024358,179.04180079582707
2022-02-14,SKU1,76,504,54.6108045206527,61.48993584052521
2022-02-15,SKU1,81,608,96.26705695514835,87.44706383354146
2022-02-16,SKU1,74,856,76.87288471539041,90.16526940658501
2022-02-17,SKU1,95,519,43.467449175873,123.13798624728457
2022-02-18,SKU1,82,1007,90.34966304674548,155.00244567046178
2022-02-19,SKU1,74,418,78.98658748000605,24.445419339146532
2022-02-20,SKU1,78,828,92.79923773319933,176.7943087814217
2022-02-21,SKU1,89,845,81.39575291223197,196.25206391393002
2022-02-22,SKU1,81,921,55.001605427467496,41.14649716110593
2022-02-23,SKU1,86,1168,22.89757004000309,96.74064656677179
2022-02-24,SKU1,78,1143,94.79796249895088,169.6179560516087
2022-02-25,SKU1,83,940,40.49186608032012,43.20447782391743
2022-02-26,SKU1,89,1306,90.77901946605603,198.88139499262766
2022-02-27,SKU1,86,1267,33.9359161943994,179.80685848458404
2022-02-28,SKU1,60,579,97.20476093146846,151.74554400888837
2022-03-01,SKU1,97,971,74.35637632779333,119.14914867231315
2022-03-02,SKU1,83,1004,80.82856116907114,39.3789641488526
2022-03-03,SKU1,77,520,62.72993931248154,81.70677546244285
2022-03-04,SKU1,70,516,26.07492013518899,180.4950285004012
2022-03-05,SKU1,72,699,77.740082798544,187.54751664180418
